Time,Participation,Plaza,NSE,Ages,Group,Role,Anonymized_Name,Cleaned_Participation,Cleaned_for_Beto,Thematic_Categories,BETO_Numeric_Sentiment_Processed
02:00:03 a. m.,"Seguir igual como lo mismo que hizo con los universitarios seguirle haciéndolo, o sea lo que le salió bien, pues por ahí.",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,seguir igual mismo hizo universitarios seguirle haciéndolo salió,"seguir igual como lo mismo que hizo con los universitarios seguirle haciéndolo, o sea lo que le salió bien, pues por ahí.","Maynez, Movimiento Ciudadano",0.996612132
02:00:22 a. m.,"Pues Supongo que sí, porque es una persona finalmente conocida es a la persona que más ubicamos todas las personas con en movimiento ciudadano, no a Samuel y a él, o sea los únicos que al menos yo este ubico en movimiento ciudadano y este y pues bueno continuar con lo mismo que le que les estaba saliendo Si algo, les estaba saliendo bien, es jalar a los jóvenes, pues seguir por la misma estrategia.",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,supongo persona finalmente conocida persona ubicamos todas personas samuel únicos menos ubico continuar mismo saliendo saliendo jalar jóvenes seguir misma estrategia,"pues supongo que sí, porque es una persona finalmente conocida es a la persona que más ubicamos todas las personas con en movimiento ciudadano, no a samuel y a él, o sea los únicos que al menos yo este ubico en movimiento ciudadano y este y pues bueno continuar con lo mismo que le que les estaba saliendo si algo, les estaba saliendo bien, es jalar a los jóvenes, pues seguir por la misma estrategia.","Maynez, Samuel García, Movimiento Ciudadano",0
02:01:12 a. m.,yo debería mucho más capacidad al hijo de Colosio he escuchado hablar al hijo de Colosio y Y la verdad es que si yo supiera que no está con el movimiento ciudadano y se hubiera candidateado yo Me sentiría identificado con con el hijo de Coloso,CDMX,C+,35 - 55 años,0,Participant,67d564110c,debería capacidad hijo colosio escuchado hablar hijo colosio supiera candidateado sentiría identificado hijo coloso,yo debería mucho más capacidad al hijo de colosio he escuchado hablar al hijo de colosio y y la verdad es que si yo supiera que no está con el movimiento ciudadano y se hubiera candidateado yo me sentiría identificado con con el hijo de coloso,"Morena, Maynez, Movimiento Ciudadano",0
02:01:44 a. m.,sí,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,,sí,"Morena, Maynez, Movimiento Ciudadano",0
02:02:26 a. m.,"Yo la veía como una persona fuerte. Pero al final se desmoronó gracias a sus mismos errores y No, no supieron ni llegar.",CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,veía persona fuerte final desmoronó gracias mismos errores supieron llegar,"yo la veía como una persona fuerte. pero al final se desmoronó gracias a sus mismos errores y no, no supieron ni llegar.","Post-electoral mood, General opinions about the country",-0.996686399
02:02:44 a. m.,Llegar fuerte.,CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,llegar fuerte,llegar fuerte.,"Post-electoral mood, General opinions about the country",0.997896314
02:02:47 a. m.,"Sí, debilitada totalmente sin rumbo.",CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,debilitada totalmente rumbo,"sí, debilitada totalmente sin rumbo.","Post-electoral mood, General opinions about the country",-0.999270022
02:02:55 a. m.,Es lo peor.,CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,peor,es lo peor.,"Post-electoral mood, General opinions about the country",-0.999262869
02:03:03 a. m.,"Mira yo igual yo veía yo lo veía como como una esperanza, no como así. El el Gladiador que va a acabar con los con la opresión y todo y tristemente su elección para la para la candidata, pues no, no fue nunca cuajó le faltaron gelatinas Entonces estuvo estuvo muy mal el asunto Y ahorita lo veo peor porque ni siquiera ni siquiera están luchando ninguno por cómo y por lo que está pasando y cómo está pasando O sea ya se desapareció Doña Sochi ya se desapareció Don botox, ya se desapareció O sea ya ya se no están cuando ahorita si realmente hubieran sido lo que prometieron y hubieran luchado Y eso todavía tendrías una como una esperanza, no decir Oye pues perdieron, pero están al pie del cañón y están saliendo y nos están defendiendo y están luchando y no dónde están. Nadie lo sabe.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,mira igual veía veía esperanza gladiador acabar opresión tristemente elección candidata nunca cuajó faltaron gelatinas mal asunto peor siquiera siquiera luchando ninguno pasando pasando desapareció doña sochi desapareció don botox desapareció realmente sido prometieron luchado todavía esperanza oye perdieron pie cañón saliendo defendiendo luchando dónde nadie sabe,"mira yo igual yo veía yo lo veía como como una esperanza, no como así. el el gladiador que va a acabar con los con la opresión y todo y tristemente su elección para la para la candidata, pues no, no fue nunca cuajó le faltaron gelatinas entonces estuvo estuvo muy mal el asunto y ahorita lo veo peor porque ni siquiera ni siquiera están luchando ninguno por cómo y por lo que está pasando y cómo está pasando o sea ya se desapareció doña sochi ya se desapareció don botox, ya se desapareció o sea ya ya se no están cuando ahorita si realmente hubieran sido lo que prometieron y hubieran luchado y eso todavía tendrías una como una esperanza, no decir oye pues perdieron, pero están al pie del cañón y están saliendo y nos están defendiendo y están luchando y no dónde están. nadie lo sabe.","Post-electoral mood, General opinions about the country",-0.968153894
02:04:03 a. m.,Está más preocupados por sobrevivir.,CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,preocupados sobrevivir,está más preocupados por sobrevivir.,"Post-electoral mood, General opinions about the country",-0.724376917
02:04:14 a. m.,sus egos,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,egos,sus egos,"Post-electoral mood, General opinions about the country",0
02:04:18 a. m.,la cola que les pisen que si tienen,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,cola pisen,la cola que les pisen que si tienen,"Post-electoral mood, General opinions about the country",-0.998113871
02:04:21 a. m.,su Alianza tristemente,CDMX,C+,35 - 55 años,0,Participant,67d564110c,alianza tristemente,su alianza tristemente,"Post-electoral mood, General opinions about the country",-0.999193013
02:04:23 a. m.,que cada quien,CDMX,C+,35 - 55 años,0,Participant,0a6bb8992c,cada,que cada quien,"Post-electoral mood, General opinions about the country",0
02:04:24 a. m.,"Tu Alianza tristemente Porque muchos del pan, no votaron por él por el pan, precisamente porque iba el con ellos.",CDMX,C+,35 - 55 años,0,Participant,67d564110c,alianza tristemente pan votaron pan precisamente iba,"tu alianza tristemente porque muchos del pan, no votaron por él por el pan, precisamente porque iba el con ellos.","Post-electoral mood, General opinions about the country, PRIAN",-0.999353111
02:04:35 a. m.,Porque cada quien tenía ideas diferentes.,CDMX,C+,35 - 55 años,0,Participant,0a6bb8992c,cada ideas diferentes,porque cada quien tenía ideas diferentes.,"Post-electoral mood, General opinions about the country",0
02:04:38 a. m.,e intereses diferentes,CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,intereses diferentes,e intereses diferentes,"Post-electoral mood, General opinions about the country",0
02:05:27 a. m.,Todavía tiene muchos seguidores.,CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,todavía seguidores,todavía tiene muchos seguidores.,"Post-electoral mood, General opinions about the country",0.945007026
02:05:29 a. m.,ningún,CDMX,C+,35 - 55 años,0,Participant,67d564110c,ningún,ningún,"Post-electoral mood, General opinions about the country",-0.969783068
02:05:35 a. m.,"Yo creo que si no su su base votante puede ser muy muy fuerte o sea, pero lamentablemente como te digo están más preocupados por por sobrevivir por mantener sus sus prebendas que por realmente impulsarse impulsar una verdadera campaña de oposición, entonces ahorita yo creo que en estas elecciones intermedias no van a tener un este un buen futuro tienen que reorganizarse reagruparse y este y ver Cómo cómo a través Cómo pueden unirse a través de sus incongruencias, no? Yo creo que podría ser como que una una forma de verlos.",CDMX,C+,35 - 55 años,0,Participant,d1a16b821b,base votante puede fuerte lamentablemente preocupados sobrevivir mantener prebendas realmente impulsarse impulsar verdadera campaña oposición intermedias van tener buen futuro reorganizarse reagruparse través pueden unirse través incongruencias podría forma verlos,"yo creo que si no su su base votante puede ser muy muy fuerte o sea, pero lamentablemente como te digo están más preocupados por por sobrevivir por mantener sus sus prebendas que por realmente impulsarse impulsar una verdadera campaña de oposición, entonces ahorita yo creo que en estas elecciones intermedias no van a tener un este un buen futuro tienen que reorganizarse reagruparse y este y ver cómo cómo a través cómo pueden unirse a través de sus incongruencias, no? yo creo que podría ser como que una una forma de verlos.","Post-electoral mood, General opinions about the country",0
02:06:59 a. m.,"Es que no hay por quién más votar, o sea, finalmente a la mejor no es lo máximo, no es no es por quien quisiera yo este votar, pero no hay no hay otra opción, o sea, o es sellos o pues no, no hay.",CDMX,C+,35 - 55 años,0,Participant,a4b4b44906,quién votar finalmente mejor máximo quisiera votar opción sellos,"es que no hay por quién más votar, o sea, finalmente a la mejor no es lo máximo, no es no es por quien quisiera yo este votar, pero no hay no hay otra opción, o sea, o es sellos o pues no, no hay.",Post-electoral mood,-0.999057829
02:07:17 a. m.,"Necesitaría ver más más partidos, por ejemplo de los pequeños ahorita ya está teniendo este los del Verde Ya están teniendo broncas con morena porque no les cumplieron por ahí PT",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,necesitaría partidos ejemplo pequeños verde broncas cumplieron pt,"necesitaría ver más más partidos, por ejemplo de los pequeños ahorita ya está teniendo este los del verde ya están teniendo broncas con morena porque no les cumplieron por ahí pt","Morena, Post-electoral mood",-0.974322975
02:07:28 a. m.,"también, por hay movimiento ciudadano Híjole si diera ahí el cambio también necesitaría hacer una gran Alianza para poder hacer algo, pero así como estos están No pues nada más, como dicen yo en lo personal siento que todos y no sé si me equivoqué votamos por el pan y que es el único que queda por ahí.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,híjole diera cambio necesitaría gran alianza poder dicen personal equivoqué votamos pan único queda,"también, por hay movimiento ciudadano híjole si diera ahí el cambio también necesitaría hacer una gran alianza para poder hacer algo, pero así como estos están no pues nada más, como dicen yo en lo personal siento que todos y no sé si me equivoqué votamos por el pan y que es el único que queda por ahí.","Post-electoral mood, Maynez, PRIAN, Movimiento Ciudadano",0
02:07:48 a. m.,sí,CDMX,C+,35 - 55 años,0,Participant,0a6bb8992c,,sí,Post-electoral mood,0
02:07:49 a. m.,"no? Entonces este, pero pues inclusive fuerza y corazón por México que yo sepa están este distanciados durísimo. Entonces necesitaría ver más alianzas que todos se juntaran.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,inclusive fuerza corazón méxico sepa distanciados durísimo necesitaría alianzas juntaran,"no? entonces este, pero pues inclusive fuerza y corazón por méxico que yo sepa están este distanciados durísimo. entonces necesitaría ver más alianzas que todos se juntaran.","Post-electoral mood, General opinions about the country",0
02:08:22 a. m.,"Mira es que ellos son muy inteligentes ahorita están están ahí, no? A ver qué se puede lograr, pero en cuestiones de negociaciones y diputados senadores de todos los puestos están totalmente distanciados, ni siquiera se habla, no e inclusive creo que el marco Cortés ya salió, o sea hubo hay una serie de movimientos que que tienen totalmente roto eso Entonces yo creo que se quedó el nombre por si por si se les ocurre otra vez porque es muy cambiante el asunto político ver que pueden hacer.",CDMX,C+,35 - 55 años,0,Participant,ca8b05a9b3,mira inteligentes puede lograr cuestiones negociaciones diputados senadores puestos totalmente distanciados siquiera habla inclusive marco cortés salió serie movimientos totalmente roto quedó nombre ocurre vez cambiante asunto político pueden,"mira es que ellos son muy inteligentes ahorita están están ahí, no? a ver qué se puede lograr, pero en cuestiones de negociaciones y diputados senadores de todos los puestos están totalmente distanciados, ni siquiera se habla, no e inclusive creo que el marco cortés ya salió, o sea hubo hay una serie de movimientos que que tienen totalmente roto eso entonces yo creo que se quedó el nombre por si por si se les ocurre otra vez porque es muy cambiante el asunto político ver que pueden hacer.",Post-electoral mood,0
